CITIES,Levy Code,Levy Rate,Senior Rate
,2282,12.67153,8.26269
Tukwila,2310,12.83281,8.0662
,2320,12.83281,8.0662
,2325,12.27528,7.50867
,2326,12.27528,7.50867
,2327,12.83281,8.0662
,2330,11.70106,7.50867
,2340,12.25859,8.0662
,2360,12.25859,8.0662
,2361,12.27349,8.0662
,2380,12.66585,7.50867
,2390,13.22338,8.0662
,2400,12.66585,7.50867
,2401,12.68075,7.50867
,2403,12.66585,7.50867
,2405,13.22338,8.0662
,2406,12.66585,7.50867
,2407,12.66585,7.50867
,2408,12.68075,7.50867
,2413,12.68075,7.50867
,2417,12.68075,7.50867
,2421,13.23828,8.0662
,2422,12.68075,7.50867
,2423,12.68075,7.50867
Seattle - 001,3006,9.36068,6.88031
,3010,9.36068,6.88031
,3015,10.95667,8.38031
,3018,10.95667,8.38031
,3030,10.95667,8.38031
Federal Way - 210,3266,14.32612,8.82791
,3268,13.76859,8.27038
,3269,14.32612,8.82791
,3272,14.32612,8.82791
,3305,13.76859,8.27038
,3415,13.76859,8.27038
,3416,14.32612,8.82791
,3425,13.76859,8.27038
,3490,13.76859,8.27038
Enumclaw - 216,3530,12.14405,6.88031
,3531,12.14405,6.88031
,3532,13.53412,8.27038
,3533,13.53412,8.27038
,3550,13.02106,7.75732
,3551,13.02106,7.75732
,3565,13.83194,8.27038
,3571,13.83194,8.27038
,3575,13.43205,7.88031
,3576,13.43205,7.88031
Highline - 401,3642,13.25781,8.38031
,3645,13.25781,8.38031
,3660,12.66182,7.88031
,3697,13.25781,8.38031
,3705,13.25781,8.38031
,3710,13.25781,8.38031
,3774,13.25781,8.38031
,3780,13.25781,8.38031
,3850,13.25781,8.38031
Vashon - 402,4045,11.63149,8.36362
,4050,11.63149,8.36362
,4055,11.63149,8.36362
,4060,11.63149,8.36362
Renton - 403,4125,13.26229,8.82791
,4126,13.26229,8.82791
,4155,13.0352,8.82791
,4170,12.86406,8.43784
,4205,13.26229,8.82791
,4215,13.26229,8.82791
,4216,13.26229,8.82791
,4250,12.86406,8.43784
,4275,13.26229,8.82791
,4342,13.0352,8.82791
,4350,13.0352,8.82791
,4355,12.47767,8.27038
Kent - 415 (cont.),5144,14.35311,8.82791
,5145,13.96304,8.43784
,5146,13.96304,8.43784
,5148,14.58624,8.82791
,5149,14.58624,8.82791
,5150,14.65093,8.82791
,5155,12.96304,7.43784
,5157,14.35311,8.82791
,5160,14.18197,8.43784
,5165,14.58624,8.82791
,5166,14.02871,8.27038
,5175,13.96304,8.43784
,5181,14.35311,8.82791
Fife - 888,5226,12.12858,8.27038
,5229,12.12858,8.27038
Skykomish - 404,6075,8.81679,6.88031
,6076,10.16558,8.2291
,6079,10.16558,8.2291
Bellevue - 405,6140,11.25077,8.38031
,6190,10.75077,7.88031
,6320,11.25077,8.38031
Riverview - 407,6370,11.1181,6.88031
,6371,11.60029,7.1801
,6373,11.59788,7.36009
,6384,13.19313,8.82791
,6385,13.09153,8.72631
,6386,13.19313,8.82791
,6390,13.06811,8.64792
,6395,12.58592,8.34813
,6405,12.60029,8.1801
,6407,12.59788,8.36009
,6408,12.69948,8.46169
,6415,12.55047,8.13028
,6420,13.30318,8.6801
,6428,12.55047,8.13028
,6430,11.60029,7.1801
,6431,11.59788,7.36009
,6435,12.60029,8.1801
,6436,12.59788,8.36009
,6440,13.30318,8.6801
,6443,13.30318,8.6801
,6445,13.06811,8.64792
,6450,12.58592,8.34813
Tahoma - 409,6510,13.29755,7.88031
,6514,13.29755,7.88031
,6530,14.24515,8.82791
,6535,13.92075,8.27038
,6540,14.47828,8.82791
Bellevue (cont.),0391,10.90768,5.82505
,0395,8.94776,5.82505
,0816,10.58987,6.38258
Bothell,0850,9.77999,6.35144
,0851,11.41112,6.35144
,0859,11.41112,6.35144
,0860,11.41112,6.35144
,0870,11.41112,6.35144
Black Diamond,0880,12.67025,7.25301
,0881,12.67025,7.25301
,0882,12.67025,7.25301
,0883,12.67025,7.25301
,0890,12.77821,7.25301
,0891,13.33574,7.81054
,0905,12.51675,7.25301
,0906,12.51675,7.25301
,0910,12.50185,7.25301
,0915,12.50185,7.25301
,0920,13.38691,7.25301
Burien,0927,12.92198,7.73814
,0930,12.92198,7.73814
,0932,12.92198,7.73814
,0933,12.92198,7.73814
,0935,12.92198,7.73814
,0937,12.92198,7.73814
,0940,12.92198,7.73814
,0941,12.92198,7.73814
,0942,12.92198,7.73814
,0955,12.92198,7.73814
,0957,12.92198,7.73814
,0958,12.65614,7.77864
,0960,12.65614,7.77864
,0961,12.65614,7.77864
,0962,13.04671,7.77864
Carnation,0970,11.67653,7.45364
,0971,11.69143,7.45364
,0972,10.67653,6.45364
Mercer Island,1031,8.57297,5.92753
Clyde Hill,1050,8.28526,5.4297
,1052,8.76745,5.72949
,1053,8.30016,5.4297
Covington,1056,12.4651,7.04786
,1059,13.13059,7.60539
,1060,13.13059,7.60539
,1061,13.13059,7.60539
,1062,13.13059,7.60539
,1063,13.13059,7.60539
,1064,13.13059,7.60539
Issaquah (cont.),1436,11.14594,5.81847
,1437,11.0563,5.81847
,1438,11.14594,5.81847
,1439,11.14594,5.81847
Kenmore,1441,10.92939,7.39079
,1442,12.56052,7.39079
Kent,1451,12.66516,7.16695
,1452,12.66516,7.16695
,1453,12.66516,7.16695
,1455,13.22269,7.72448
,1457,12.65026,7.16695
,1458,12.65026,7.16695
,1461,12.65026,7.16695
,1463,12.65026,7.16695
,1464,12.65026,7.16695
,1467,11.93356,7.16695
,1468,11.93356,7.16695
,1470,11.93356,7.16695
,1511,12.56929,7.16695
,1512,12.56929,7.16695
,1514,11.91687,7.72448
,1516,13.24968,7.72448
,1518,13.23478,7.72448
,1519,13.24968,7.72448
,1522,13.23478,7.72448
,1524,13.24968,7.72448
,1525,13.23478,7.72448
,1526,13.24968,7.72448
,1551,13.23478,7.72448
,1560,13.23478,7.72448
,1562,13.24968,7.72448
,1564,13.24968,7.72448
,1565,13.24968,7.72448
,1570,13.28595,7.16695
Kirkland,1700,9.66026,6.28414
,1701,9.67516,6.28414
,1727,9.66026,6.28414
,1728,9.73828,6.34726
,1743,9.66026,6.28414
,1746,9.66026,6.28414
,1755,9.40801,6.28414
,1760,9.40801,6.28414
,1765,9.17807,5.98435
,1806,9.67516,6.28414
Maple Valley,1810,13.01361,7.36324
,1811,13.01361,7.36324
,1812,13.01361,7.36324
,1813,13.01361,7.36324
,1814,13.57114,7.92077
Renton (con't),2145,12.21369,8.07261
,2146,12.2286,8.07261
,2147,12.2286,8.07261
,2151,12.21369,8.07261
,2152,12.2286,8.07261
,2153,12.2799,8.07261
,2154,12.2799,8.07261
,2155,12.2286,8.07261
,2156,12.49883,8.07261
,2158,12.2799,8.07261
,2159,12.50807,7.51508
,2161,12.50807,7.51508
,2162,13.0656,8.07261
,2163,12.45677,7.51508
,2164,12.45677,7.51508
,2165,12.50807,7.51508
,2166,12.45677,7.51508
,2167,13.59781,8.07261
,2168,13.5316,8.07261
,2169,13.5316,8.07261
,2170,13.59781,8.07261
,2172,13.81674,8.07261
,2173,13.59781,8.07261
Sammamish,2175,12.14195,7.14896
,2176,12.14195,7.14896
,2177,12.14195,7.14896
,2180,11.64602,7.44875
,2181,11.64602,7.44875
,2182,10.75386,7.44875
,2183,10.75386,7.44875
,2184,10.75386,7.44875
,2186,10.75386,7.44875
,2187,10.75386,7.44875
,2189,10.75386,7.44875
,2192,10.75386,7.44875
,2194,10.75386,7.44875
,2195,10.75386,7.44875
,2196,11.29126,7.14896
,2197,11.77104,7.62874
,2198,11.87264,7.73034
SeaTac,2201,12.26611,7.4846
,2205,12.26611,7.4846
,2206,12.26611,7.4846
,2207,12.26611,7.4846
,2210,12.26611,7.4846
,2212,12.26611,7.4846
,2218,12.26611,7.4846
,2219,12.26611,7.4846
,2222,12.26611,7.4846
Tukwila (cont.),2426,12.27349,8.0662
,2430,9.98904,7.50867
,2440,12.29018,7.50867
,2442,12.29018,7.50867
,2443,13.5914,8.0662
,2446,13.5914,8.0662
Woodinville,2500,10.39406,7.08895
,2505,12.02519,7.08895
,2510,12.02519,7.08895
Yarrow Point,2650,7.71758,4.91333
,2660,7.71758,4.91333
,2670,8.19977,5.21312
Renton - 403 (cont.),4370,13.0352,8.82791
,4398,12.86406,8.43784
,4399,13.0352,8.82791
Auburn - 408,4730,14.40428,8.27038
,4731,13.01421,6.88031
,4735,14.5142,8.3803
,4745,14.40428,8.27038
,4750,14.7021,8.27038
,4795,14.7021,8.27038
,4797,14.40428,8.27038
,4800,14.77174,8.63784
Tahoma - 409,4845,12.29755,6.88031
,4846,12.77733,7.36009
,4848,12.29755,6.88031
,4850,13.68762,8.27038
,4851,13.68762,8.27038
,4852,14.24515,8.82791
,4855,13.29755,7.88031
,4860,13.92075,8.27038
,4862,13.29755,7.88031
,4863,13.92075,8.27038
,4864,13.92075,8.27038
,4865,14.47828,8.82791
,4867,13.29755,7.88031
,4868,13.85508,8.43784
,4870,13.58555,7.88031
,4875,13.58555,7.88031
,4878,14.24515,8.82791
,4880,13.92075,8.27038
SEE STARTING CODE,4881,13.92075,8.27038
6510 FOR MORE,4890,12.38719,6.88031
SCHOOL 409,4891,14.01039,8.27038
,4892,12.86697,7.36009
Kent - 415,5010,12.96304,7.43784
,5025,13.96304,8.43784
,5030,14.35311,8.82791
,5040,13.96304,8.43784
,5041,13.96304,8.43784
,5043,13.96304,8.43784
,5055,14.18197,8.43784
,5060,14.58624,8.82791
,5062,14.58624,8.82791
,5065,14.65093,8.82791
,5090,13.96304,8.43784
,5100,14.18197,8.43784
,5115,13.96304,8.43784
,5135,13.96304,8.43784
,5142,12.96304,7.43784
,5143,14.35311,8.82791
Tahoma - 409(cont.),6545,13.86697,8.36009
Snoqualmie - 410,6589,11.47656,7.46169
,6590,11.37496,7.36009
,6591,12.17647,7.91478
,6594,11.37496,7.36009
,6595,11.37496,7.36009
,6620,12.37496,8.36009
,6621,12.47656,8.46169
,6625,12.37737,8.1801
,6626,12.97021,8.82791
,6630,12.86861,8.72631
,6631,12.97021,8.82791
,6634,12.97021,8.82791
,6636,12.87102,8.54632
,6639,12.363,8.34813
,6640,12.84519,8.64792
,6641,12.84519,8.64792
,6645,12.84278,8.82791
,6647,12.37496,8.36009
,6665,12.28809,8.27322
,6674,13.0896,8.82791
,6675,12.37773,8.27322
,6676,12.37773,8.27322
,6682,12.58106,8.33622
,6683,12.58106,8.33622
,6688,11.37496,7.36009
,6689,12.5662,8.46169
,6690,11.4646,7.36009
,6691,12.4646,8.36009
,6694,13.05985,8.82791
,6697,11.4646,7.36009
,6698,13.05985,8.82791
Issaquah - 411,6745,11.8733,6.88031
,6757,11.96294,6.88031
,6760,12.8733,7.88031
,6761,13.35308,8.36009
,6808,13.8209,8.82791
,6825,12.8733,7.88031
,6845,12.43083,7.43784
,6847,11.8733,6.88031
,6850,12.8733,7.88031
,6855,12.8733,7.88031
,6861,13.26337,8.27038
,6865,13.8209,8.82791
,6867,13.26337,8.27038
,6870,13.8209,8.82791
,6878,13.4965,8.27038
,6880,14.05403,8.82791
