CITIES,Levy Code,Levy Rate,Senior Rate
,2134,11.58812,7.32509
,2142,13.2726,7.82509
,2143,13.2726,7.82509
,2145,13.21985,7.82509
,2146,13.21985,7.82509
,2147,13.21985,7.82509
,2151,13.21985,7.82509
,2152,13.21985,7.82509
,2153,13.2726,7.82509
,2155,13.21985,7.82509
,2156,13.49679,7.82509
,2158,13.2726,7.82509
Skykomish,2270,9.74754,7.79114
Snoqualmie,2275,12.84572,7.62593
,2277,12.84572,7.62593
,2278,12.92951,7.62593
,2282,13.59534,8.02764
,2290,13.76305,8.02764
Tukwila,2310,13.22265,7.97479
,2320,13.22265,7.97479
,2325,12.72265,7.47479
,2326,12.72265,7.47479
,2327,13.22265,7.97479
,2330,12.9223,7.47479
,2340,13.4223,7.97479
,2360,13.4223,7.97479
,2361,13.4223,7.97479
,2380,12.79593,7.47479
,2390,13.29593,7.97479
,2400,12.79593,7.47479
,2401,12.79593,7.47479
,2403,12.79593,7.47479
,2405,13.29593,7.97479
,2406,12.79593,7.47479
,2407,12.79593,7.47479
,2408,12.79593,7.47479
,2413,12.79593,7.47479
,2417,12.79593,7.47479
,2421,13.29593,7.97479
,2422,12.79593,7.47479
,2423,12.79593,7.47479
,2426,13.4223,7.97479
,2430,9.75633,7.47479
,2440,12.72265,7.47479
,2442,12.72265,7.47479
,2443,13.4114,7.97479
,2446,13.4114,7.97479
Woodinville,2500,10.11603,6.78837
,2505,11.23572,6.78837
,2510,11.23572,6.78837
Yarrow Point,2650,7.92484,4.74456
,2660,7.92484,4.74456
Seattle - 001,3006,9.14707,6.86553
,3010,9.14707,6.86553
,3015,10.14707,7.86553
,3018,10.14707,7.86553
,3030,10.14707,7.86553
Federal Way - 210,3266,15.1146,8.27473
,3268,15.6157,8.36553
,3269,15.1146,8.27473
,3305,15.6157,8.36553
,3415,15.6157,8.36553
,3416,15.1146,8.27473
,3425,15.6157,8.36553
,3490,15.6157,8.36553
Enumclaw - 216,3530,11.8004,6.86553
,3531,11.8004,6.86553
,3532,13.5738,8.36553
,3533,13.5738,8.36553
,3550,12.82533,7.89046
,3551,12.82533,7.89046
,3565,13.84536,8.36553
,3571,13.84536,8.36553
,3575,13.04702,7.86553
,3576,13.04702,7.86553
Highline - 401,3642,13.11339,7.86553
,3645,13.11339,7.86553
,3660,12.11339,6.86553
,3697,13.11339,7.86553
,3705,13.11339,7.86553
,3710,13.11339,7.86553
,3774,13.11339,7.86553
,3780,13.11339,7.86553
,3850,13.11339,7.86553
Vashon - 402,4045,12.11278,8.36208
,4050,12.11278,8.36208
,4055,12.11278,8.36208
,4060,12.11278,8.36208
Renton - 403,4125,14.91291,8.86553
,4126,14.91291,8.86553
,4155,14.31304,8.86553
,4170,14.03723,8.36553
,4205,14.91291,8.86553
,4215,14.91291,8.86553
,4216,14.91291,8.86553
,4250,14.03723,8.36553
,4342,14.31304,8.86553
,4350,14.31304,8.86553
,4355,13.81304,8.36553
,4370,14.31304,8.86553
,4398,14.03723,8.36553
,4399,14.31304,8.86553
Auburn - 408,4730,14.5598,8.36553
Kent - 415 (cont),5160,14.02633,8.36553
,5165,14.47785,8.69575
,5166,13.97785,8.19575
,5175,13.71134,8.27473
,5181,13.71134,8.27473
Fife - 888,5226,13.13487,8.36553
,5229,13.13487,8.36553
Skykomish - 404,6075,8.82193,6.86553
,6076,10.31119,8.35479
,6079,10.31119,8.35479
Riverview - 407,6370,11.29298,6.86553
,6371,11.67194,7.11987
,6373,11.75555,7.3281
,6385,13.67487,8.77176
,6386,13.67487,8.77176
,6390,12.93701,8.38494
,6395,12.55805,8.1306
,6405,12.74022,8.11987
,6407,12.82383,8.3281
,6408,12.82383,8.3281
,6415,12.61096,8.05889
,6420,13.63429,8.57082
,6428,12.61096,8.05889
,6430,11.67194,7.11987
,6431,11.75555,7.3281
,6435,12.74022,8.11987
,6436,12.82383,8.3281
,6440,13.63429,8.57082
,6443,13.63429,8.57082
,6445,12.93701,8.38494
,6450,12.55805,8.1306
Tahoma - 409,6510,14.19703,7.86553
,6514,14.19703,7.86553
,6530,15.12875,8.86553
,6535,14.80446,8.19575
,6540,15.30446,8.69575
,6545,14.73433,8.3281
Snoqualmie - 410,6589,12.4435,7.3281
,6590,12.4435,7.3281
,6591,13.19312,7.72981
,6620,13.51178,8.3281
,6621,13.51178,8.3281
,6625,13.42817,8.11987
,6626,14.36282,8.77176
,6630,14.36282,8.77176
,6631,14.36282,8.77176
,6634,14.36282,8.77176
,6636,14.27921,8.56353
,6640,13.246,8.1306
,6641,13.62496,8.38494
Lake Washington - 414,7260,11.7126,8.38494
,7265,11.7126,8.38494
,7278,11.7126,8.38494
,7340,10.44753,7.11987
,7370,11.51581,8.11987
,7380,11.7126,8.38494
,7415,11.7126,8.38494
,7420,11.38655,8.05889
Northshore - 417,7505,12.83229,8.38494
Bothell (cont.),0870,10.75123,6.20376
,0871,10.65111,6.20376
,0873,10.8353,6.20376
,0875,10.65111,6.20376
,0877,10.8353,6.20376
,0878,10.65111,6.20376
Black Diamond,0880,13.12343,6.86021
,0882,13.12343,6.86021
,0883,13.12343,6.86021
,0890,12.29682,6.86021
,0891,12.79682,7.36021
,0905,11.79508,6.86021
,0910,11.79508,6.86021
,0915,11.79508,6.86021
,0920,12.78108,6.86021
Burien,0927,13.04778,7.4484
,0930,13.04778,7.4484
,0932,13.04778,7.4484
,0933,13.04778,7.4484
,0937,13.04778,7.4484
,0940,13.04778,7.4484
,0941,13.04778,7.4484
,0942,13.04778,7.4484
,0955,13.04778,7.4484
,0957,13.04778,7.4484
,0958,12.7762,7.52834
,0960,12.7762,7.52834
,0961,12.7762,7.52834
,0962,12.84948,7.52834
Carnation,0970,11.87344,7.37771
,0971,11.87344,7.37771
Mercer Island,1031,8.35287,5.78055
Clyde Hill,1050,8.33637,5.10334
,1052,8.71533,5.35768
,1053,8.33637,5.10334
Covington,1056,13.06617,6.80295
,1059,12.73956,7.30295
,1060,12.73956,7.30295
,1062,12.73956,7.30295
,1063,12.73956,7.30295
,1064,12.73956,7.30295
,1067,12.73956,7.30295
,1068,12.73956,7.30295
Des Moines,1072,15.32215,8.07198
,1074,15.32215,8.07198
,1076,15.32215,8.07198
,1078,15.32215,8.07198
,1080,15.32215,8.07198
,1085,13.73014,8.07198
,1090,13.73014,8.07198
Kent (cont.),1470,12.28398,7.03612
,1511,13.29934,7.03612
,1512,13.29934,7.03612
,1514,12.98363,7.53612
,1516,12.97273,7.53612
,1518,12.97273,7.53612
,1519,12.97273,7.53612
,1522,12.97273,7.53612
,1524,12.97273,7.53612
,1525,12.97273,7.53612
,1526,12.97273,7.53612
,1551,12.97273,7.53612
,1560,12.97273,7.53612
,1562,12.97273,7.53612
,1564,12.97273,7.53612
,1565,12.97273,7.53612
,1570,12.95699,7.03612
Kirkland,1700,9.60166,6.23396
,1701,9.60166,6.23396
,1702,9.56162,6.23396
,1703,9.56162,6.23396
,1704,9.56162,6.23396
,1705,9.56162,6.23396
,1706,9.56162,6.23396
,1707,9.56162,6.23396
,1708,9.66412,6.33646
,1709,10.68131,6.23396
,1710,10.68131,6.23396
,1711,10.68131,6.23396
,1713,9.66412,6.33646
,1714,9.66412,6.33646
,1715,9.66412,6.33646
,1716,9.66412,6.33646
,1717,10.78381,6.33646
,1727,9.60166,6.23396
,1728,9.60166,6.23396
,1743,9.60166,6.23396
,1746,9.60166,6.23396
,1755,9.63165,6.23396
,1760,9.63165,6.23396
,1765,9.2227,5.97962
,1806,9.60166,6.23396
Maple Valley,1810,13.74716,7.13845
,1811,13.74716,7.13845
,1812,13.74716,7.13845
,1813,13.74716,7.13845
,1814,14.24716,7.63845
,1817,13.74716,7.13845
,1818,13.74716,7.13845
,1821,13.74716,7.13845
,1826,13.42055,7.63845
,1827,13.42055,7.63845
Renton (cont.),2159,11.51984,7.32509
,2161,12.01984,7.82509
,2162,12.01984,7.82509
,2163,11.46709,7.32509
,2166,11.46709,7.32509
,2167,13.2617,7.82509
,2168,13.20895,7.82509
,2169,13.20895,7.82509
,2170,13.2617,7.82509
,2172,13.48589,7.82509
,2173,13.48589,7.82509
Sammamish,2174,10.86415,6.60112
,2175,10.79587,6.60112
,2177,10.79587,6.60112
,2180,12.09548,6.85546
,2181,12.09548,6.85546
,2182,10.18312,6.85546
,2183,10.18312,6.85546
,2187,10.18312,6.85546
,2195,10.18312,6.85546
,2196,11.80031,6.60112
,2197,12.26288,7.06369
,2198,12.26288,7.06369
,2200,10.93888,6.60112
SeaTac,2201,12.85881,7.61095
,2205,12.85881,7.61095
,2206,12.85881,7.61095
,2207,12.85881,7.61095
,2210,12.85881,7.61095
,2212,12.85881,7.61095
,2218,12.85881,7.61095
,2219,12.85881,7.61095
,2222,12.85881,7.61095
,2225,13.35881,8.11095
,2226,12.85881,7.61095
,2228,12.85881,7.61095
,2230,13.35881,8.11095
,2231,12.85881,7.61095
,2232,13.35881,8.11095
,2240,13.55846,8.11095
,2243,13.43209,8.11095
,2245,12.93209,7.61095
,2246,13.43209,8.11095
,2251,13.54756,8.11095
,2252,13.54756,8.11095
Shoreline,2258,11.69885,6.94651
,2259,11.69885,6.94651
,2260,11.69885,6.94651
,2261,11.69885,6.94651
,2262,11.69885,6.94651
,2263,11.69885,6.94651
,2266,11.69885,6.94651
Auburn - 408 (cont),4731,12.7864,6.86553
,4735,14.2864,8.36553
,4745,14.6967,8.36553
,4750,14.83136,8.36553
,4795,14.83136,8.36553
,4797,14.6967,8.36553
,4800,14.1956,8.27473
Tahoma - 409,4845,13.12875,6.86553
,4846,13.59132,7.3281
,4848,13.12875,6.86553
,4850,14.90215,8.36553
,4851,14.90215,8.36553
,4852,15.12875,8.86553
,4855,14.03795,7.77473
,4858,14.73522,8.19575
,4860,14.80446,8.19575
,4862,14.03795,7.77473
,4863,14.80446,8.19575
,4864,14.80446,8.19575
,4865,15.30446,8.69575
,4867,14.03795,7.77473
,4868,14.53795,8.27473
,4870,14.37537,7.86553
,4875,14.37537,7.86553
,4878,15.12875,8.86553
,4880,14.80446,8.19575
,4881,14.80446,8.19575
,4890,13.20348,6.86553
,4891,14.87919,8.19575
,4892,13.66605,7.3281
,4895,13.97785,8.19575
Kent - 415,5010,12.80214,7.36553
,5025,12.80214,7.36553
,5040,13.71134,8.27473
,5041,13.71134,8.27473
,5043,13.71134,8.27473
,5055,14.02633,8.36553
,5060,14.47785,8.69575
,5062,14.47785,8.69575
,5065,14.8471,8.86553
,5090,13.71134,8.27473
,5100,14.02633,8.36553
,5115,12.80214,7.36553
,5135,13.71134,8.27473
,5143,14.57554,8.86553
,5144,14.57554,8.86553
,5145,13.71134,8.27473
,5146,13.71134,8.27473
,5148,14.47785,8.69575
,5150,14.8471,8.86553
,5155,12.80214,7.36553
Snoqualmie - 410,6645,13.62496,8.38494
,6647,13.70857,8.59317
,6665,13.51178,8.3281
,6669,13.72507,8.60967
,6673,13.7998,8.60967
,6674,13.89278,8.60967
,6675,14.6424,9.01138
,6676,13.96751,8.60967
,6682,13.62927,8.28639
,6683,13.62927,8.28639
,6688,12.4435,7.3281
,6689,13.58651,8.3281
,6690,12.51823,7.3281
,6691,13.58651,8.3281
,6694,14.43755,8.77176
,6698,14.43755,8.77176
Issaquah - 411,6745,11.06028,6.86553
,6757,11.13501,6.86553
,6760,12.12856,7.86553
,6761,12.59113,8.3281
,6808,13.06028,8.86553
,6825,12.12856,7.86553
,6845,11.56028,7.36553
,6847,11.06028,6.86553
,6850,12.12856,7.86553
,6855,12.12856,7.86553
,6861,12.56028,8.36553
,6865,13.06028,8.86553
,6867,12.56028,8.36553
,6870,13.06028,8.86553
,6878,12.73599,8.19575
,6880,13.23599,8.69575
,6966,12.9796,8.30919
,6977,12.59113,8.3281
,6979,12.66586,8.3281
,6980,11.13501,6.86553
,6981,12.20329,7.86553
,6982,12.66586,8.3281
,6986,12.20329,7.86553
,6987,11.59758,7.3281
,6990,13.5169,8.77176
,6991,12.81072,8.19575
,6993,12.20329,7.86553
,6994,13.5169,8.77176
,6996,12.20329,7.86553
,6997,12.20329,7.86553
,6998,11.13501,6.86553
,6999,12.66586,8.3281
Shoreline - 412,7041,12.4077,7.86553
